                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 2.4722,                 2.6324,                 2.9601,                0.25912,                0.24453,                0.14671,                0.05065,                 2.5055,                 3.3026,                  3.023,             0.00090785,             0.00090785,             0.00090785
                     26,                 2.4753,                 2.6001,                 2.9182,                0.16248,                0.22116,                0.12053,                 0.0396,                 2.5081,                 3.1206,                 3.0104,             0.00087484,             0.00087484,             0.00087484
                     27,                 2.4122,                 2.6153,                 2.8808,                 0.2256,                0.29023,                0.12096,                0.04273,                 2.4016,                 3.4305,                 2.9438,             0.00084184,             0.00084184,             0.00084184
                     28,                 2.3209,                 2.4718,                 2.8458,                0.12307,                0.15643,                0.11474,                0.03808,                 2.4287,                 3.3368,                  2.959,             0.00080883,             0.00080883,             0.00080883
                     29,                 2.3752,                 2.4311,                 2.8413,                0.14986,                0.18517,                0.11109,                0.03504,                 2.4293,                 3.2612,                 2.9671,             0.00077582,             0.00077582,             0.00077582
                     30,                 2.3976,                 2.5398,                 2.8744,                0.16243,                0.22615,                0.12075,                0.04102,                 2.3559,                 3.5427,                 2.9423,             0.00074282,             0.00074282,             0.00074282
                     31,                 2.3768,                 2.4873,                 2.8245,                0.19362,                0.19337,                0.13037,                0.04399,                 2.3559,                 3.1684,                 2.9107,             0.00070981,             0.00070981,             0.00070981
                     32,                 2.3143,                 2.3851,                 2.7697,                 0.2127,                0.20159,                0.13067,                0.04471,                 2.3318,                 2.8955,                 2.8976,              0.0006768,              0.0006768,              0.0006768
                     33,                 2.4105,                 2.3496,                 2.7739,                0.27893,                0.25539,                0.18371,                0.06245,                 2.3222,                 2.8582,                 2.8958,              0.0006438,              0.0006438,              0.0006438
                     34,                 2.3041,                 2.4156,                 2.8031,                0.32801,                0.27644,                0.21747,                0.08047,                  2.279,                  2.771,                 2.8116,             0.00061079,             0.00061079,             0.00061079
                     35,                 2.2823,                 2.4483,                 2.7954,                0.27057,                  0.309,                0.23145,                0.08549,                 2.2794,                  2.731,                 2.7852,             0.00057778,             0.00057778,             0.00057778
                     36,                 2.2318,                 2.3463,                 2.7077,                0.28679,                0.30275,                0.24865,                0.09775,                 2.3002,                 2.8085,                 2.7971,             0.00054478,             0.00054478,             0.00054478
                     37,                  2.256,                 2.2939,                 2.6997,                0.31362,                0.29711,                0.23198,                0.08946,                 2.2975,                 2.9884,                 2.7994,             0.00051177,             0.00051177,             0.00051177
                     38,                 2.2299,                 2.3055,                 2.7005,                0.32902,                 0.3419,                0.25792,                0.10237,                 2.2326,                 2.7809,                  2.766,             0.00047876,             0.00047876,             0.00047876
                     39,                 2.2008,                  2.309,                 2.6748,                0.39291,                0.29295,                0.29234,                0.11535,                 2.2952,                 2.6629,                  2.812,             0.00044576,             0.00044576,             0.00044576
                     40,                 2.2632,                 2.2281,                 2.6665,                0.35669,                0.32196,                0.27384,                0.10106,                 2.3251,                 2.6097,                 2.8234,             0.00041275,             0.00041275,             0.00041275
                     41,                  2.065,                 2.3757,                 2.6394,                0.37482,                0.32429,                0.27446,                0.10645,                 2.2526,                 2.6337,                 2.7899,             0.00037974,             0.00037974,             0.00037974
                     42,                 2.0054,                 2.3362,                 2.6293,                0.28467,                0.26946,                0.21088,                0.08446,                 2.1635,                 2.7045,                 2.7465,             0.00034674,             0.00034674,             0.00034674
                     43,                 2.0103,                 2.3494,                 2.6343,                0.27299,                0.26935,                0.20525,                0.08138,                 2.1532,                 2.7118,                 2.7376,             0.00031373,             0.00031373,             0.00031373
                     44,                 1.9975,                 2.3746,                 2.6403,                0.33403,                0.25051,                0.24923,                0.09135,                 2.1659,                 2.6727,                 2.7561,             0.00028072,             0.00028072,             0.00028072
                     45,                 2.0391,                 2.3342,                 2.6141,                0.34211,                0.26569,                0.25578,                0.09125,                 2.1742,                 2.6723,                 2.7631,             0.00024772,             0.00024772,             0.00024772
                     46,                 1.9631,                 2.2276,                 2.5864,                 0.2934,                0.33214,                0.27586,                0.10688,                 2.1691,                 2.6138,                 2.7422,             0.00021471,             0.00021471,             0.00021471
                     47,                 1.9571,                 2.2041,                 2.5992,                0.35239,                0.33228,                0.28509,                0.10927,                 2.1667,                 2.5847,                 2.7308,              0.0001817,              0.0001817,              0.0001817
                     48,                 1.9694,                 2.2302,                 2.6064,                0.36804,                0.34045,                 0.2951,                0.11556,                 2.1403,                 2.5453,                 2.6978,              0.0001487,              0.0001487,              0.0001487
                     49,                 1.9793,                 2.2222,                 2.6071,                0.36409,                0.29931,                0.29447,                0.11871,                 2.1365,                 2.5417,                 2.6904,             0.00011569,             0.00011569,             0.00011569
                     50,                 1.9717,                 2.2536,                 2.6048,                0.35004,                0.33591,                0.29525,                0.12111,                 2.1247,                 2.5528,                  2.678,             8.2683e-05,             8.2683e-05,             8.2683e-05
