                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.5838,                  1.418,                 2.0181,                0.56697,                0.53183,                0.51025,                0.23923,                 1.9336,                 1.7724,                 2.2897,             0.00084184,             0.00084184,             0.00084184
                    153,                 1.5898,                 1.4701,                 1.9785,                0.59186,                 0.5109,                0.51131,                0.24296,                 1.9383,                 1.7523,                 2.2783,             0.00083633,             0.00083633,             0.00083633
                    154,                 1.7055,                 1.5337,                 2.0659,                0.55133,                0.52946,                0.48157,                0.22946,                 1.9151,                 1.8156,                 2.2823,             0.00083083,             0.00083083,             0.00083083
                    155,                 1.6188,                 1.4251,                 1.9962,                0.55474,                0.52983,                0.47624,                0.22924,                 1.9432,                 1.8108,                 2.3271,             0.00082533,             0.00082533,             0.00082533
                    156,                 1.5901,                 1.4291,                 1.9541,                0.56763,                0.49576,                0.47581,                0.22187,                 1.9846,                 1.8574,                  2.368,             0.00081983,             0.00081983,             0.00081983
                    157,                 1.5165,                 1.3696,                 1.9009,                0.58374,                0.44666,                  0.496,                0.23166,                 1.9677,                 1.8703,                 2.3553,             0.00081433,             0.00081433,             0.00081433
                    158,                  1.562,                 1.4276,                 1.9136,                0.58609,                0.49336,                 0.5026,                0.23349,                 1.9624,                 1.9262,                 2.3427,             0.00080883,             0.00080883,             0.00080883
                    159,                 1.5934,                 1.4325,                 1.9853,                0.55633,                0.52177,                0.48925,                0.22681,                 1.9708,                 1.9091,                 2.3527,             0.00080333,             0.00080333,             0.00080333
                    160,                 1.5637,                   1.42,                 1.9903,                0.55574,                0.54148,                0.51969,                0.24562,                 1.9469,                  1.832,                 2.3131,             0.00079783,             0.00079783,             0.00079783
                    161,                  1.621,                 1.4286,                 2.0017,                0.56039,                0.43811,                0.47924,                0.23327,                 1.9463,                 1.9644,                 2.3152,             0.00079233,             0.00079233,             0.00079233
                    162,                 1.6726,                 1.5173,                 2.0593,                0.52511,                0.50854,                0.47081,                0.21837,                 2.0256,                 1.8606,                  2.423,             0.00078682,             0.00078682,             0.00078682
                    163,                 1.5965,                 1.4216,                 1.9637,                0.51849,                0.55898,                0.48943,                0.22657,                  2.023,                 1.9099,                 2.3572,             0.00078132,             0.00078132,             0.00078132
                    164,                 1.6764,                 1.4711,                 1.9938,                   0.59,                0.52226,                0.48768,                0.23168,                  2.023,                 1.8889,                 2.3327,             0.00077582,             0.00077582,             0.00077582
                    165,                 1.5271,                 1.3397,                 1.9211,                0.60183,                0.53089,                0.50918,                0.24417,                 1.9698,                 1.8017,                 2.3129,             0.00077032,             0.00077032,             0.00077032
                    166,                 1.5906,                  1.405,                 1.9576,                0.59004,                0.46017,                0.48857,                0.21033,                 2.0833,                 1.8327,                 2.5108,             0.00076482,             0.00076482,             0.00076482
                    167,                 1.5814,                 1.3963,                 1.9351,                0.51461,                0.52486,                0.49986,                 0.2169,                 2.0806,                 1.8946,                 2.4791,             0.00075932,             0.00075932,             0.00075932
                    168,                 1.6255,                  1.417,                 1.9814,                0.64423,                0.48216,                0.51602,                0.23876,                 2.0292,                  1.765,                 2.3899,             0.00075382,             0.00075382,             0.00075382
                    169,                 1.6799,                 1.4842,                 2.0063,                 0.5021,                0.50858,                0.47923,                0.22824,                 2.0327,                 1.8212,                 2.3794,             0.00074832,             0.00074832,             0.00074832
                    170,                 1.5765,                 1.3977,                 1.9546,                0.53076,                 0.5016,                0.48671,                0.24484,                 1.9425,                 1.7926,                 2.3279,             0.00074282,             0.00074282,             0.00074282
                    171,                 1.5818,                 1.3833,                 1.9764,                0.52639,                0.50515,                0.49279,                0.26007,                 1.8966,                 1.7932,                 2.2872,             0.00073731,             0.00073731,             0.00073731
                    172,                 1.5668,                 1.3844,                 1.9807,                0.54042,                0.51218,                0.49306,                0.26286,                  1.898,                 1.8551,                 2.2723,             0.00073181,             0.00073181,             0.00073181
                    173,                 1.5819,                 1.4003,                 1.9768,                0.56839,                0.46416,                 0.4963,                0.25586,                  1.946,                 1.8679,                 2.3008,             0.00072631,             0.00072631,             0.00072631
                    174,                 1.5974,                 1.3544,                  1.953,                0.50329,                 0.5366,                0.51295,                 0.2409,                 2.0048,                 1.7931,                 2.3878,             0.00072081,             0.00072081,             0.00072081
                    175,                 1.5678,                 1.3196,                 1.9094,                0.53952,                0.57872,                0.54731,                0.25997,                 1.9571,                 1.6755,                 2.3304,             0.00071531,             0.00071531,             0.00071531
                    176,                 1.5215,                 1.2957,                 1.8958,                0.54089,                0.59072,                0.53555,                0.25442,                 1.9846,                 1.7212,                 2.3414,             0.00070981,             0.00070981,             0.00070981
                    177,                 1.5579,                 1.2957,                 1.9104,                0.57125,                0.58002,                 0.5174,                 0.2465,                 1.9936,                 1.7558,                 2.3435,             0.00070431,             0.00070431,             0.00070431
                    178,                 1.5526,                 1.3469,                  1.941,                 0.5234,                0.52265,                0.49869,                0.22754,                 2.0814,                 1.7822,                 2.4498,             0.00069881,             0.00069881,             0.00069881
                    179,                 1.5429,                 1.3858,                 1.9548,                0.65816,                0.47029,                0.55103,                0.25629,                 2.0346,                 1.6631,                 2.4092,             0.00069331,             0.00069331,             0.00069331
                    180,                  1.479,                 1.2755,                 1.9113,                0.58594,                 0.4841,                0.52022,                0.25168,                 1.9615,                 1.7435,                 2.3403,              0.0006878,              0.0006878,              0.0006878
                    181,                 1.5136,                 1.2889,                 1.9272,                0.58147,                0.49584,                0.50214,                0.24265,                 1.9514,                 1.8002,                 2.3383,              0.0006823,              0.0006823,              0.0006823
                    182,                 1.4968,                 1.3035,                 1.9063,                0.57448,                0.48036,                0.47186,                0.22283,                 1.9852,                 1.8893,                 2.3782,              0.0006768,              0.0006768,              0.0006768
                    183,                 1.5036,                 1.3305,                 1.9352,                0.51189,                0.55543,                0.48555,                0.22585,                 1.9731,                 1.7837,                 2.3526,              0.0006713,              0.0006713,              0.0006713
                    184,                 1.5135,                 1.4436,                 1.9016,                0.62072,                0.46316,                0.51008,                0.25885,                 1.9047,                 1.7138,                 2.2881,              0.0006658,              0.0006658,              0.0006658
                    185,                 1.5511,                 1.3696,                 1.9349,                0.63204,                0.50413,                0.53329,                0.26952,                  1.925,                 1.7019,                 2.3084,              0.0006603,              0.0006603,              0.0006603
                    186,                 1.5172,                 1.3024,                 1.8825,                0.60682,                0.52608,                 0.5464,                0.27597,                 1.9328,                 1.7053,                  2.309,              0.0006548,              0.0006548,              0.0006548
                    187,                 1.4696,                 1.2781,                 1.8851,                0.56892,                 0.5112,                0.54918,                0.27537,                 1.9336,                 1.7066,                 2.3288,              0.0006493,              0.0006493,              0.0006493
                    188,                 1.5346,                 1.3143,                 1.9395,                 0.5905,                 0.5273,                0.55896,                0.27692,                 1.9043,                 1.6609,                 2.3138,              0.0006438,              0.0006438,              0.0006438
                    189,                 1.5901,                 1.4221,                 1.9995,                0.55068,                0.54347,                0.51183,                0.25486,                 1.8971,                 1.7174,                 2.2857,             0.00063829,             0.00063829,             0.00063829
                    190,                 1.5498,                 1.2931,                 1.9305,                 0.5399,                0.47968,                0.44715,                0.22024,                 1.9433,                  1.885,                 2.3181,             0.00063279,             0.00063279,             0.00063279
                    191,                 1.4622,                 1.2366,                 1.8738,                0.61188,                0.48067,                0.49558,                0.23476,                 1.9753,                 1.7268,                 2.3489,             0.00062729,             0.00062729,             0.00062729
                    192,                 1.4753,                 1.2294,                  1.843,                0.54726,                0.50957,                0.49761,                0.22335,                 2.0467,                 1.7532,                  2.448,             0.00062179,             0.00062179,             0.00062179
                    193,                 1.5415,                 1.2968,                 1.8857,                 0.5958,                0.46938,                0.49442,                0.21635,                 2.0644,                 1.7842,                 2.4649,             0.00061629,             0.00061629,             0.00061629
                    194,                 1.4973,                 1.2869,                 1.8656,                0.45147,                0.51671,                0.44972,                0.20584,                 2.0451,                 1.8155,                 2.4517,             0.00061079,             0.00061079,             0.00061079
                    195,                 1.5373,                 1.3072,                 1.9125,                0.55919,                0.50858,                0.49867,                0.23153,                  1.981,                 1.8018,                  2.369,             0.00060529,             0.00060529,             0.00060529
                    196,                 1.5152,                 1.2931,                 1.8617,                0.62918,                 0.5273,                0.52066,                 0.2508,                 1.9551,                 1.7494,                  2.312,             0.00059979,             0.00059979,             0.00059979
                    197,                 1.4969,                 1.3304,                 1.8679,                 0.6331,                 0.5244,                 0.5311,                0.25821,                 1.9417,                 1.7245,                 2.3039,             0.00059429,             0.00059429,             0.00059429
                    198,                 1.4539,                 1.2702,                 1.8427,                 0.6349,                0.49684,                0.52389,                0.25908,                 1.9655,                  1.753,                 2.3192,             0.00058878,             0.00058878,             0.00058878
                    199,                 1.4845,                 1.3059,                 1.8516,                0.57323,                0.53607,                0.53404,                0.25471,                 1.9967,                 1.7385,                 2.3609,             0.00058328,             0.00058328,             0.00058328
                    200,                 1.4769,                 1.2409,                 1.8579,                0.55023,                0.57846,                0.55835,                0.26958,                 1.9741,                 1.6904,                 2.3453,             0.00057778,             0.00057778,             0.00057778
                    201,                 1.5449,                 1.3758,                 1.9163,                0.60803,                0.55986,                 0.5749,                0.27257,                 1.9767,                 1.6747,                  2.354,             0.00057228,             0.00057228,             0.00057228
                    202,                 1.4802,                 1.2471,                 1.8602,                0.60832,                0.55665,                0.55772,                0.26711,                 2.0093,                 1.7226,                 2.3895,             0.00056678,             0.00056678,             0.00056678
                    203,                 1.5338,                 1.2955,                  1.919,                 0.5561,                0.52777,                0.49406,                0.23907,                  1.995,                 1.8512,                 2.3921,             0.00056128,             0.00056128,             0.00056128
                    204,                  1.526,                 1.2774,                 1.8734,                0.59527,                 0.5427,                0.51524,                0.24143,                  1.963,                 1.7751,                 2.3722,             0.00055578,             0.00055578,             0.00055578
                    205,                 1.4442,                 1.2362,                 1.8413,                0.65309,                 0.5113,                0.53195,                0.25268,                 1.9541,                 1.7135,                 2.3466,             0.00055028,             0.00055028,             0.00055028
                    206,                 1.4112,                 1.2186,                 1.8046,                0.58812,                0.52653,                0.54614,                0.27215,                 1.9368,                 1.6518,                 2.3423,             0.00054478,             0.00054478,             0.00054478
                    207,                 1.5444,                 1.3526,                  2.005,                0.59064,                0.53526,                0.53191,                 0.2627,                 1.9464,                 1.6554,                 2.3539,             0.00053927,             0.00053927,             0.00053927
                    208,                 1.4597,                 1.2168,                 1.8476,                0.61024,                0.50637,                0.51594,                0.24865,                 1.9871,                 1.7055,                 2.3569,             0.00053377,             0.00053377,             0.00053377
                    209,                 1.4951,                 1.2449,                   1.83,                0.59385,                0.50361,                0.50647,                0.25254,                 1.9708,                 1.7128,                 2.3467,             0.00052827,             0.00052827,             0.00052827
                    210,                 1.4347,                 1.1755,                  1.859,                 0.5075,                0.57578,                0.48364,                0.23498,                 2.0179,                 1.7366,                 2.4292,             0.00052277,             0.00052277,             0.00052277
                    211,                 1.4306,                 1.1663,                 1.7942,                0.43793,                0.51677,                0.44208,                0.20772,                 2.0503,                 1.8336,                 2.4697,             0.00051727,             0.00051727,             0.00051727
                    212,                 1.4546,                 1.2183,                  1.859,                 0.5745,                0.53078,                0.50878,                0.24457,                 1.9928,                 1.7172,                 2.4208,             0.00051177,             0.00051177,             0.00051177
                    213,                 1.4794,                 1.2372,                 1.8587,                0.59724,                0.59032,                0.54631,                0.26285,                 1.9855,                 1.6443,                 2.3976,             0.00050627,             0.00050627,             0.00050627
                    214,                 1.4994,                 1.2551,                 1.8589,                0.63783,                0.51113,                0.53798,                0.26872,                  1.953,                 1.6375,                 2.3737,             0.00050077,             0.00050077,             0.00050077
                    215,                 1.4896,                 1.2418,                  1.873,                0.59442,                0.56966,                0.55578,                0.28089,                 1.9409,                 1.6667,                 2.3106,             0.00049527,             0.00049527,             0.00049527
                    216,                 1.4409,                 1.2616,                 1.8403,                0.62569,                0.54309,                0.55614,                0.27799,                 1.9227,                 1.6893,                 2.2689,             0.00048976,             0.00048976,             0.00048976
                    217,                 1.4343,                 1.1756,                 1.8247,                0.60417,                0.54125,                  0.554,                0.27967,                 1.9084,                  1.653,                 2.2636,             0.00048426,             0.00048426,             0.00048426
                    218,                 1.4052,                 1.1436,                  1.778,                 0.6149,                0.55753,                0.55505,                0.26995,                 1.9393,                 1.6058,                 2.3546,             0.00047876,             0.00047876,             0.00047876
                    219,                 1.4194,                 1.1758,                 1.8018,                0.63286,                0.54558,                 0.5326,                0.25911,                 1.9221,                 1.6061,                 2.3647,             0.00047326,             0.00047326,             0.00047326
                    220,                 1.4047,                 1.1959,                 1.7883,                0.59402,                0.59175,                0.54244,                0.26341,                 1.9113,                 1.6108,                 2.3299,             0.00046776,             0.00046776,             0.00046776
                    221,                 1.4304,                 1.2214,                 1.8554,                0.60669,                0.55654,                0.54828,                0.27093,                  1.912,                  1.648,                 2.3037,             0.00046226,             0.00046226,             0.00046226
                    222,                 1.3946,                 1.1422,                 1.7802,                0.66597,                0.48189,                0.53511,                0.26909,                 1.9592,                  1.745,                  2.323,             0.00045676,             0.00045676,             0.00045676
                    223,                 1.4625,                 1.2252,                 1.8404,                0.67597,                0.48311,                0.52944,                0.25582,                 1.9904,                 1.7358,                 2.3744,             0.00045126,             0.00045126,             0.00045126
                    224,                 1.3704,                 1.1521,                  1.741,                0.65982,                0.55654,                0.57534,                0.28417,                 1.9491,                 1.6245,                 2.3549,             0.00044576,             0.00044576,             0.00044576
                    225,                 1.3965,                 1.1494,                 1.7993,                0.62115,                0.61258,                0.59076,                0.28709,                 1.9428,                 1.5776,                 2.3602,             0.00044025,             0.00044025,             0.00044025
                    226,                  1.392,                 1.1839,                 1.8093,                0.65789,                0.59386,                0.59171,                0.29195,                 1.9638,                 1.5762,                 2.3867,             0.00043475,             0.00043475,             0.00043475
                    227,                 1.4434,                 1.2143,                 1.8156,                0.62758,                0.56018,                0.58237,                0.28547,                 1.9648,                 1.6056,                 2.3895,             0.00042925,             0.00042925,             0.00042925
                    228,                  1.393,                   1.19,                 1.8157,                0.63802,                0.52935,                0.54925,                0.27607,                  1.962,                 1.6689,                 2.3607,             0.00042375,             0.00042375,             0.00042375
                    229,                 1.4003,                  1.156,                 1.7695,                0.58406,                0.57049,                0.54484,                0.27019,                 1.9783,                 1.7005,                 2.3559,             0.00041825,             0.00041825,             0.00041825
                    230,                 1.3932,                 1.1291,                 1.7897,                0.64684,                0.56008,                0.56918,                0.28744,                 1.9578,                 1.6512,                  2.333,             0.00041275,             0.00041275,             0.00041275
                    231,                 1.4199,                 1.1107,                 1.7748,                0.64034,                0.59398,                0.58835,                0.28553,                 1.9354,                 1.6227,                 2.3345,             0.00040725,             0.00040725,             0.00040725
                    232,                 1.3752,                 1.1204,                  1.809,                 0.6455,                0.61124,                0.60914,                0.29405,                 1.9317,                 1.5748,                 2.3811,             0.00040175,             0.00040175,             0.00040175
                    233,                 1.3412,                 1.1055,                 1.7715,                0.65226,                0.59973,                0.59979,                0.29779,                 1.9275,                 1.5542,                 2.3862,             0.00039625,             0.00039625,             0.00039625
                    234,                 1.3315,                  1.125,                  1.769,                0.72185,                0.52154,                0.59384,                0.29985,                 1.9402,                 1.5571,                 2.3826,             0.00039074,             0.00039074,             0.00039074
                    235,                  1.429,                 1.1801,                 1.7976,                0.71334,                0.51346,                0.58992,                 0.2826,                 1.9825,                 1.6106,                 2.4178,             0.00038524,             0.00038524,             0.00038524
                    236,                 1.3798,                 1.1359,                 1.7727,                 0.6767,                0.53084,                0.57283,                0.28097,                 1.9772,                 1.6678,                 2.3629,             0.00037974,             0.00037974,             0.00037974
                    237,                 1.3929,                 1.1274,                 1.7433,                0.69309,                 0.5273,                 0.5692,                0.27802,                  1.967,                 1.6799,                 2.3356,             0.00037424,             0.00037424,             0.00037424
                    238,                 1.3195,                  1.065,                 1.7138,                0.60817,                0.60199,                0.58117,                0.27892,                  1.969,                 1.6455,                 2.3582,             0.00036874,             0.00036874,             0.00036874
                    239,                 1.3237,                 1.0954,                 1.7343,                0.61333,                0.59508,                0.57867,                0.28034,                 1.9776,                   1.63,                 2.3866,             0.00036324,             0.00036324,             0.00036324
                    240,                 1.3672,                 1.1348,                  1.767,                0.66441,                0.53892,                0.56419,                0.28797,                 1.9708,                 1.6329,                 2.3614,             0.00035774,             0.00035774,             0.00035774
                    241,                 1.3771,                 1.1295,                 1.7518,                0.63533,                0.55228,                0.56917,                0.29066,                 1.9634,                 1.6006,                 2.3586,             0.00035224,             0.00035224,             0.00035224
                    242,                 1.3624,                 1.1029,                 1.7437,                0.64444,                0.54956,                 0.5758,                0.29232,                 1.9683,                 1.6269,                 2.3685,             0.00034674,             0.00034674,             0.00034674
                    243,                 1.4388,                 1.1985,                 1.8545,                 0.6008,                0.57713,                0.55331,                0.28638,                   1.95,                 1.6853,                  2.346,             0.00034123,             0.00034123,             0.00034123
                    244,                 1.3477,                  1.138,                  1.745,                0.63204,                0.52322,                0.53843,                0.27439,                 1.9543,                 1.7183,                 2.3219,             0.00033573,             0.00033573,             0.00033573
                    245,                 1.3498,                 1.0324,                 1.6967,                0.64017,                0.51744,                0.53703,                0.27389,                 1.9511,                 1.7071,                 2.3189,             0.00033023,             0.00033023,             0.00033023
                    246,                 1.3936,                 1.1385,                 1.7679,                0.57368,                0.59508,                 0.5542,                0.27467,                 1.9564,                 1.6311,                 2.3722,             0.00032473,             0.00032473,             0.00032473
                    247,                 1.3884,                 1.0922,                 1.8019,                0.57498,                0.62528,                0.60683,                0.30027,                 1.9638,                 1.5744,                 2.3919,             0.00031923,             0.00031923,             0.00031923
                    248,                 1.3148,                 1.0533,                 1.6611,                0.65385,                 0.5366,                0.59969,                0.29968,                 1.9584,                   1.59,                 2.3581,             0.00031373,             0.00031373,             0.00031373
                    249,                 1.4305,                 1.1739,                 1.7616,                0.64015,                0.52143,                 0.5897,                0.29838,                 1.9645,                 1.6027,                 2.3469,             0.00030823,             0.00030823,             0.00030823
                    250,                  1.371,                 1.1149,                 1.7532,                0.67939,                0.51492,                0.57199,                0.28733,                 1.9656,                 1.6357,                 2.3329,             0.00030273,             0.00030273,             0.00030273
                    251,                   1.34,                 1.0745,                 1.7494,                0.70798,                0.50404,                0.54636,                0.27021,                 1.9399,                 1.6523,                 2.3258,             0.00029723,             0.00029723,             0.00029723
                    252,                 1.2929,                 1.0299,                 1.7259,                0.63998,                0.53073,                0.54764,                0.26574,                 1.9338,                 1.6077,                 2.3417,             0.00029172,             0.00029172,             0.00029172
                    253,                 1.3399,                 1.0828,                 1.7533,                0.60802,                0.55875,                0.55299,                0.26966,                 1.9323,                 1.5977,                 2.3418,             0.00028622,             0.00028622,             0.00028622
                    254,                  1.324,                 1.0645,                 1.7099,                0.62674,                0.51677,                0.53424,                0.26147,                 1.9558,                 1.6216,                 2.3927,             0.00028072,             0.00028072,             0.00028072
                    255,                 1.3071,                 1.0673,                 1.7088,                0.62709,                0.52375,                0.54273,                 0.2625,                  1.957,                 1.6257,                 2.3954,             0.00027522,             0.00027522,             0.00027522
                    256,                 1.3141,                 1.0265,                 1.6894,                0.65752,                0.52143,                0.54982,                0.26631,                  1.974,                 1.6257,                 2.4021,             0.00026972,             0.00026972,             0.00026972
                    257,                 1.2835,                 1.0395,                 1.6817,                 0.6955,                0.49103,                0.55981,                0.27228,                 1.9644,                 1.6125,                 2.3895,             0.00026422,             0.00026422,             0.00026422
                    258,                  1.409,                 1.1694,                 1.7936,                0.71182,                0.47713,                0.55018,                0.27217,                 1.9583,                 1.6187,                 2.3738,             0.00025872,             0.00025872,             0.00025872
                    259,                  1.325,                 1.0559,                 1.7127,                 0.6489,                0.47562,                0.52975,                0.27485,                 1.9524,                 1.6634,                 2.3347,             0.00025322,             0.00025322,             0.00025322
                    260,                 1.3394,                 1.0637,                 1.6954,                0.60263,                0.54761,                0.54501,                0.28831,                 1.9258,                 1.6313,                 2.3101,             0.00024772,             0.00024772,             0.00024772
                    261,                 1.3496,                 1.0769,                 1.7182,                0.65213,                 0.5247,                0.55408,                0.29025,                  1.913,                 1.6263,                  2.312,             0.00024222,             0.00024222,             0.00024222
                    262,                 1.2899,                 1.0756,                 1.7165,                 0.6666,                0.52259,                0.55957,                0.29025,                 1.9107,                 1.6169,                 2.3236,             0.00023671,             0.00023671,             0.00023671
                    263,                 1.2992,                 1.0514,                 1.6959,                0.62653,                 0.6045,                0.56659,                0.29092,                 1.9205,                 1.6109,                 2.3278,             0.00023121,             0.00023121,             0.00023121
                    264,                 1.2845,                0.99669,                 1.6668,                0.68703,                0.55536,                0.57346,                0.28901,                 1.9237,                   1.59,                 2.3306,             0.00022571,             0.00022571,             0.00022571
                    265,                 1.3076,                 1.0207,                 1.6872,                0.64395,                0.58621,                0.57553,                0.29262,                 1.9211,                 1.5831,                 2.3339,             0.00022021,             0.00022021,             0.00022021
                    266,                 1.2921,                 1.0611,                 1.7111,                0.65408,                0.59456,                0.58495,                0.28767,                 1.9317,                 1.5812,                 2.3467,             0.00021471,             0.00021471,             0.00021471
                    267,                 1.2978,                0.97719,                 1.6947,                0.62634,                0.60612,                0.58288,                0.28596,                 1.9473,                 1.5873,                 2.3596,             0.00020921,             0.00020921,             0.00020921
                    268,                 1.2896,                 1.0579,                 1.6696,                0.64464,                0.60576,                0.58771,                0.29169,                 1.9527,                 1.5953,                 2.3508,             0.00020371,             0.00020371,             0.00020371
                    269,                 1.3253,                  1.046,                 1.7479,                0.63186,                0.56627,                0.58348,                0.29091,                 1.9519,                 1.5911,                 2.3449,             0.00019821,             0.00019821,             0.00019821
                    270,                 1.2945,                 1.0487,                 1.6788,                0.61362,                0.57171,                0.57213,                0.29088,                 1.9307,                 1.6229,                   2.31,             0.00019271,             0.00019271,             0.00019271
                    271,                 1.3079,                  1.045,                 1.6871,                0.65708,                0.53206,                0.58337,                0.29029,                 1.9138,                 1.5863,                 2.3162,              0.0001872,              0.0001872,              0.0001872
                    272,                  1.319,                 1.0627,                 1.7569,                0.65249,                0.54724,                0.58623,                0.28834,                 1.9026,                 1.5701,                 2.3214,              0.0001817,              0.0001817,              0.0001817
                    273,                   1.27,                 1.0009,                 1.6772,                0.65734,                0.54527,                 0.5742,                0.28194,                 1.8989,                 1.5703,                 2.3196,              0.0001762,              0.0001762,              0.0001762
                    274,                 1.2999,                0.99769,                 1.6703,                0.60436,                0.57183,                0.55711,                0.27602,                 1.9109,                 1.5889,                 2.3341,              0.0001707,              0.0001707,              0.0001707
                    275,                   1.21,                0.96023,                 1.6234,                0.61379,                0.56732,                0.54913,                0.27607,                 1.9335,                  1.612,                 2.3678,              0.0001652,              0.0001652,              0.0001652
                    276,                 1.2414,                 0.9804,                  1.627,                 0.6246,                0.56664,                0.55698,                0.27374,                 1.9607,                 1.6111,                 2.4106,              0.0001597,              0.0001597,              0.0001597
                    277,                 1.3377,                 1.1034,                 1.7785,                0.60409,                0.55003,                0.55282,                0.27332,                  1.969,                 1.6142,                 2.4205,              0.0001542,              0.0001542,              0.0001542
                    278,                 1.2883,                 1.0411,                  1.671,                0.63914,                0.54014,                0.56771,                0.28276,                 1.9621,                 1.5939,                 2.4068,              0.0001487,              0.0001487,              0.0001487
                    279,                 1.2076,                0.96578,                 1.6556,                0.71413,                0.51413,                0.57311,                0.28692,                 1.9483,                 1.5972,                 2.3774,              0.0001432,              0.0001432,              0.0001432
                    280,                 1.2472,                0.98414,                 1.6359,                0.68483,                0.52902,                0.56195,                0.28666,                 1.9383,                 1.6295,                 2.3579,             0.00013769,             0.00013769,             0.00013769
                    281,                 1.2846,                0.96446,                 1.6523,                0.68326,                0.51767,                0.55785,                0.27952,                  1.945,                 1.6512,                 2.3647,             0.00013219,             0.00013219,             0.00013219
                    282,                 1.3558,                 1.4276,                 1.7798,                0.67318,                0.50529,                  0.543,                0.26883,                 1.9563,                 1.6785,                 2.3815,             0.00012669,             0.00012669,             0.00012669
                    283,                 1.2882,                 1.0227,                 1.6925,                0.67158,                0.51113,                0.54385,                0.27024,                 1.9503,                 1.6713,                 2.3645,             0.00012119,             0.00012119,             0.00012119
                    284,                 1.2781,                0.98249,                 1.6377,                0.65983,                0.53904,                0.55035,                0.27382,                 1.9407,                 1.6593,                 2.3511,             0.00011569,             0.00011569,             0.00011569
                    285,                  1.293,                 1.0728,                  1.677,                 0.6558,                0.53147,                0.55733,                0.27758,                 1.9332,                 1.6455,                 2.3447,             0.00011019,             0.00011019,             0.00011019
                    286,                 1.2088,                  1.012,                 1.6354,                0.66802,                0.49695,                0.55137,                0.27889,                 1.9397,                  1.618,                 2.3566,             0.00010469,             0.00010469,             0.00010469
                    287,                 1.2594,                0.96379,                  1.655,                0.60316,                0.54712,                0.57071,                0.29194,                 1.9304,                  1.597,                 2.3526,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    288,                 1.2944,                  1.028,                 1.6551,                 0.6123,                0.56267,                0.57436,                0.29637,                 1.9306,                 1.5787,                 2.3667,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    289,                 1.2972,                0.98608,                 1.6345,                0.62174,                0.56584,                0.57618,                0.29673,                 1.9401,                 1.5732,                 2.3794,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    290,                 1.2826,                 1.0094,                 1.6479,                0.61941,                0.58511,                 0.5866,                0.29365,                 1.9473,                 1.5649,                 2.3973,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    291,                 1.1689,                0.94104,                 1.6293,                0.64476,                0.58613,                0.59719,                 0.3005,                 1.9408,                 1.5504,                 2.3937,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    292,                 1.1281,                0.95258,                 1.6152,                0.63149,                0.60595,                0.61156,                0.30759,                 1.9471,                 1.5403,                   2.39,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    293,                  1.152,                0.95542,                 1.6035,                0.68563,                0.57747,                0.61668,                0.31057,                 1.9553,                 1.5477,                 2.3954,              6.618e-05,              6.618e-05,              6.618e-05
                    294,                 1.1749,                0.89063,                 1.5933,                0.66036,                0.59729,                0.61475,                0.31299,                 1.9626,                 1.5764,                 2.3926,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    295,                 1.1295,                0.84562,                 1.5613,                0.69537,                0.55336,                0.60458,                0.30799,                 1.9675,                 1.6164,                 2.3915,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    296,                 1.1811,                0.92549,                 1.6392,                 0.6677,                0.55693,                0.59678,                0.30651,                 1.9619,                 1.6404,                 2.3929,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    297,                 1.0895,                0.83881,                 1.5717,                0.67765,                0.55341,                 0.5928,                0.30594,                  1.957,                 1.6403,                 2.3885,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    298,                 1.1267,                 0.9772,                 1.5751,                0.66581,                0.55292,                0.58351,                0.30375,                 1.9456,                 1.6421,                 2.3833,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    299,                  1.117,                0.84395,                 1.5616,                0.65399,                0.56072,                0.58007,                0.30063,                 1.9395,                 1.6308,                 2.3881,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    300,                  1.101,                0.87526,                 1.6072,                 0.6431,                0.55416,                0.58009,                0.30034,                 1.9369,                 1.6213,                 2.3985,             2.7672e-05,             2.7672e-05,             2.7672e-05
