                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 2.5745,                 2.8137,                 2.9588,                0.05896,                 0.1837,                 0.0468,                0.01525,                 2.6329,                 4.3978,                 3.3252,               0.001568,               0.001568,               0.001568
                     21,                  2.512,                 2.6941,                 2.8916,                0.08229,                0.12825,                0.04932,                0.01343,                 2.7463,                  5.659,                 3.3862,              0.0015625,              0.0015625,              0.0015625
                     22,                 2.5377,                 2.7562,                  2.923,                0.13344,                 0.1236,                0.04511,                0.01369,                 2.8339,                 6.9178,                 3.3957,               0.001557,               0.001557,               0.001557
                     23,                 2.5565,                 2.8278,                 2.9657,                0.61082,                0.06512,                0.05098,                0.01703,                 2.5908,                 4.6709,                  3.301,              0.0015515,              0.0015515,              0.0015515
                     24,                 2.4152,                 2.7273,                 2.8731,                0.11031,                0.23069,                0.08923,                 0.0274,                 2.4276,                 3.7979,                 3.0081,               0.001546,               0.001546,               0.001546
                     25,                 2.4489,                 2.6704,                 2.8606,                0.11638,                0.25772,                0.09119,                0.03019,                  2.457,                 4.7153,                 3.0156,              0.0015405,              0.0015405,              0.0015405
                     26,                 2.3975,                 2.5822,                 2.8143,                0.25585,                 0.1833,                0.12744,                0.04341,                 2.4834,                 4.5285,                 2.8894,               0.001535,               0.001535,               0.001535
                     27,                 2.3849,                  2.637,                 2.8085,                0.21992,                0.24144,                 0.1518,                 0.0556,                 2.3173,                 4.6381,                 2.7806,              0.0015295,              0.0015295,              0.0015295
                     28,                 2.2685,                  2.477,                  2.735,                 0.1607,                0.22371,                0.12462,                0.03997,                 2.3741,                 3.7495,                 2.8676,               0.001524,               0.001524,               0.001524
                     29,                 2.3191,                 2.4483,                  2.745,                0.13398,                0.21906,                0.08001,                0.02756,                 2.3911,                 3.7444,                 2.8981,              0.0015185,              0.0015185,              0.0015185
                     30,                 2.3453,                 2.6056,                 2.7998,                0.18968,                0.20377,                0.13041,                 0.0441,                 2.3898,                 3.3243,                 2.9025,               0.001513,               0.001513,               0.001513
                     31,                 2.3019,                 2.5147,                 2.7295,                 0.2592,                0.21845,                0.17724,                0.06116,                  2.272,                 3.2008,                 2.7658,              0.0015075,              0.0015075,              0.0015075
                     32,                 2.2305,                 2.4144,                 2.6665,                0.15747,                0.26005,                0.12164,                0.04309,                 2.3617,                 3.5932,                 2.8474,               0.001502,               0.001502,               0.001502
                     33,                 2.3464,                  2.375,                 2.6838,                0.15696,                0.21563,                0.12851,                0.04603,                  2.352,                 3.4981,                 2.8163,              0.0014965,              0.0014965,              0.0014965
                     34,                 2.2605,                  2.451,                 2.7016,                 0.2176,                0.33092,                0.14847,                0.04962,                 2.3404,                 3.7388,                 2.7819,               0.001491,               0.001491,               0.001491
                     35,                 2.2412,                 2.4598,                 2.7164,                0.16513,                0.39482,                0.14269,                0.04954,                  2.348,                 4.4855,                 2.8388,              0.0014855,              0.0014855,              0.0014855
                     36,                 2.1838,                 2.4104,                 2.6058,                0.17842,                0.40069,                0.15196,                0.05041,                 2.3319,                 4.7562,                 2.8303,                0.00148,                0.00148,                0.00148
                     37,                 2.1604,                 2.3453,                 2.5841,                0.19864,                0.38685,                 0.1791,                0.06009,                 2.2801,                 3.8356,                 2.7577,              0.0014745,              0.0014745,              0.0014745
                     38,                 2.1718,                 2.3705,                 2.5918,                0.07041,                0.27911,                0.04806,                0.01763,                 2.4843,                 3.5918,                 2.8789,               0.001469,               0.001469,               0.001469
                     39,                 2.1797,                 2.3002,                 2.6132,                0.26463,                0.24447,                0.18819,                0.06874,                 2.2793,                   2.94,                  2.741,              0.0014635,              0.0014635,              0.0014635
                     40,                 2.1864,                 2.2179,                 2.5801,                0.24772,                0.32927,                0.20947,                0.08219,                 2.2175,                  3.249,                 2.7194,               0.001458,               0.001458,               0.001458
                     41,                 2.1309,                 2.2087,                 2.5688,                  0.227,                0.25494,                0.17815,                0.05965,                 2.3648,                 3.3236,                 2.8095,              0.0014525,              0.0014525,              0.0014525
                     42,                 2.1517,                 2.2326,                 2.5995,                0.35239,                0.26923,                 0.2083,                0.07085,                 2.2989,                 2.9172,                 2.7571,               0.001447,               0.001447,               0.001447
                     43,                 2.2182,                 2.2936,                 2.6788,                0.25522,                0.25674,                0.16677,                0.06174,                 2.3324,                 2.8437,                 2.7786,              0.0014415,              0.0014415,              0.0014415
                     44,                 2.1327,                 2.1923,                 2.5381,                0.28184,                0.25231,                0.16113,                0.05308,                 2.3387,                 3.0238,                 2.7505,               0.001436,               0.001436,               0.001436
                     45,                 2.1824,                 2.2284,                 2.5813,                0.34012,                0.27539,                0.22362,                0.08087,                 2.3308,                 2.7663,                 2.7232,              0.0014305,              0.0014305,              0.0014305
                     46,                 2.1974,                 2.3641,                 2.5775,                0.37351,                 0.2915,                0.25196,                0.09881,                 2.2508,                 2.7058,                 2.6737,               0.001425,               0.001425,               0.001425
                     47,                 2.1602,                 2.1607,                 2.5166,                0.34555,                0.30191,                0.23958,                0.09359,                  2.238,                 2.7102,                 2.6389,              0.0014195,              0.0014195,              0.0014195
                     48,                 2.1254,                 2.1884,                 2.5187,                0.45635,                0.23939,                0.25755,                0.08809,                 2.2261,                  2.678,                  2.623,              0.0014139,              0.0014139,              0.0014139
                     49,                 2.1162,                 2.1339,                 2.5132,                0.32969,                0.28189,                0.22871,                0.07796,                  2.267,                 2.8435,                 2.6818,              0.0014084,              0.0014084,              0.0014084
                     50,                 2.0936,                 2.1822,                 2.5205,                0.29896,                0.24987,                0.21446,                0.07204,                 2.2286,                 2.9568,                 2.6383,              0.0014029,              0.0014029,              0.0014029
                     51,                 2.1043,                 2.2363,                 2.5118,                0.39625,                0.22772,                0.21888,                0.08165,                 2.1967,                 2.9957,                 2.6441,              0.0013974,              0.0013974,              0.0013974
                     52,                 2.0446,                 2.1747,                 2.5115,                0.38034,                0.30225,                0.23379,                0.08366,                 2.1796,                 2.7878,                 2.6172,              0.0013919,              0.0013919,              0.0013919
                     53,                  2.115,                 2.1107,                 2.4848,                0.38745,                0.29748,                0.27407,                0.08976,                 2.1952,                 2.6929,                 2.6145,              0.0013864,              0.0013864,              0.0013864
                     54,                 2.1044,                 2.1869,                 2.5475,                0.43978,                0.22958,                0.27013,                0.09998,                 2.1956,                 2.6578,                  2.593,              0.0013809,              0.0013809,              0.0013809
                     55,                 2.0479,                 2.1811,                 2.4585,                0.29352,                0.34418,                0.26241,                0.09986,                 2.1943,                 2.5179,                  2.627,              0.0013754,              0.0013754,              0.0013754
                     56,                 2.0399,                 2.1264,                 2.4434,                  0.392,                0.30446,                0.28886,                0.10546,                 2.1678,                 2.5235,                 2.5674,              0.0013699,              0.0013699,              0.0013699
                     57,                  2.038,                 2.0416,                 2.4443,                0.34637,                 0.3687,                0.30277,                0.10718,                 2.1816,                 2.5113,                 2.5548,              0.0013644,              0.0013644,              0.0013644
                     58,                 2.1242,                 2.0905,                 2.4468,                0.39164,                0.32795,                0.28215,                0.11335,                 2.1573,                 2.5044,                 2.5636,              0.0013589,              0.0013589,              0.0013589
                     59,                 2.0527,                 2.0995,                  2.434,                0.36648,                0.29866,                0.25368,                0.10394,                 2.2271,                 2.6314,                 2.6761,              0.0013534,              0.0013534,              0.0013534
                     60,                  2.011,                 2.0798,                  2.443,                0.36005,                0.37344,                0.29051,                0.12052,                 2.1489,                 2.3938,                 2.5934,              0.0013479,              0.0013479,              0.0013479
                     61,                 2.0504,                 2.0891,                 2.4274,                0.37375,                0.39417,                0.32118,                0.12932,                 2.1231,                 2.3402,                 2.5675,              0.0013424,              0.0013424,              0.0013424
                     62,                 2.0716,                 2.1038,                 2.4558,                0.33014,                0.22127,                0.21705,                 0.0808,                 2.1648,                 2.8732,                 2.6279,              0.0013369,              0.0013369,              0.0013369
                     63,                 2.0285,                 2.0408,                 2.4223,                0.32365,                0.23069,                0.20463,                0.07907,                 2.2047,                 2.7188,                  2.696,              0.0013314,              0.0013314,              0.0013314
                     64,                 1.9836,                 2.1154,                 2.4303,                0.28911,                0.33679,                0.27644,                0.10632,                 2.1409,                 2.5093,                 2.5843,              0.0013259,              0.0013259,              0.0013259
                     65,                 2.0656,                 2.0103,                 2.4264,                0.46217,                0.31343,                0.35169,                0.13281,                 2.0856,                 2.3533,                 2.5183,              0.0013204,              0.0013204,              0.0013204
                     66,                 1.9682,                 2.0329,                 2.3799,                0.36012,                0.37068,                0.32584,                0.12757,                 2.0685,                  2.325,                 2.5016,              0.0013149,              0.0013149,              0.0013149
                     67,                 1.9898,                 1.9782,                 2.3378,                0.43406,                0.34045,                 0.3406,                0.12888,                 2.0795,                 2.2927,                 2.4956,              0.0013094,              0.0013094,              0.0013094
                     68,                 1.9443,                 1.8946,                  2.301,                 0.3265,                0.34091,                0.25919,                0.11271,                 2.1284,                 2.4783,                 2.5254,              0.0013039,              0.0013039,              0.0013039
                     69,                 1.9454,                 2.0055,                 2.3597,                0.26213,                0.32684,                0.19961,                0.08538,                 2.1259,                 2.5292,                 2.5271,              0.0012984,              0.0012984,              0.0012984
                     70,                 1.9763,                 1.9537,                 2.3814,                0.21039,                0.37103,                0.21414,                 0.0906,                 2.1107,                 2.5916,                 2.5554,              0.0012929,              0.0012929,              0.0012929
                     71,                 1.9506,                 1.8679,                 2.3338,                0.35724,                0.34743,                0.33341,                0.12426,                 2.1017,                 2.3935,                 2.5299,              0.0012874,              0.0012874,              0.0012874
                     72,                 1.9385,                 1.9351,                 2.3274,                0.43923,                0.35574,                0.31744,                0.12072,                 2.0772,                 2.4838,                 2.5107,              0.0012819,              0.0012819,              0.0012819
                     73,                 1.9561,                 1.9322,                 2.3598,                0.38829,                0.32686,                0.30885,                0.12119,                 2.0536,                  2.539,                 2.5081,              0.0012764,              0.0012764,              0.0012764
                     74,                 2.0014,                  2.176,                 2.4081,                0.26141,                0.29935,                0.22148,                0.08901,                  2.112,                 2.5495,                 2.5608,              0.0012709,              0.0012709,              0.0012709
                     75,                 1.8551,                 1.8333,                 2.2587,                0.29471,                0.26127,                0.19451,                 0.0763,                 2.1958,                 2.8194,                 2.6236,              0.0012654,              0.0012654,              0.0012654
                     76,                 1.8795,                 1.8555,                 2.2728,                0.44986,                0.32795,                0.31313,                0.12183,                 2.1317,                 2.5236,                 2.5451,              0.0012599,              0.0012599,              0.0012599
                     77,                 1.9062,                 1.9516,                  2.303,                0.38147,                0.35963,                0.28837,                0.11579,                 2.1435,                 2.6626,                 2.5588,              0.0012544,              0.0012544,              0.0012544
                     78,                 1.9509,                 1.9528,                 2.3336,                0.34602,                0.41218,                0.30321,                0.12214,                 2.0676,                 2.4083,                 2.5103,              0.0012489,              0.0012489,              0.0012489
                     79,                 1.9438,                  1.944,                 2.3408,                0.36948,                0.36073,                0.25939,                 0.1078,                 2.1018,                 2.4125,                 2.5179,              0.0012434,              0.0012434,              0.0012434
                     80,                  1.945,                 1.9829,                 2.3402,                0.35415,                0.30772,                0.23903,                 0.0951,                 2.1564,                 2.5232,                 2.5467,              0.0012379,              0.0012379,              0.0012379
                     81,                 1.8399,                 1.8541,                 2.1972,                0.36816,                 0.3151,                0.25691,                0.10086,                 2.1384,                 2.4564,                 2.5216,              0.0012324,              0.0012324,              0.0012324
                     82,                 1.8545,                  1.924,                 2.2488,                0.43069,                0.36294,                0.36006,                0.14794,                 2.0703,                 2.2559,                 2.4884,              0.0012269,              0.0012269,              0.0012269
                     83,                 1.8884,                 1.8659,                 2.2495,                0.44482,                 0.3638,                0.35291,                0.15084,                 2.0368,                 2.2676,                 2.4784,              0.0012214,              0.0012214,              0.0012214
                     84,                 1.8644,                 1.8219,                 2.2595,                  0.466,                0.40407,                0.40511,                0.17783,                 2.0612,                 2.1309,                 2.5116,              0.0012159,              0.0012159,              0.0012159
                     85,                 1.7815,                 1.7407,                 2.2115,                0.53768,                0.36981,                0.39205,                0.17138,                 2.0902,                 2.1313,                 2.5288,              0.0012104,              0.0012104,              0.0012104
                     86,                 1.8666,                 1.8237,                 2.2393,                0.43958,                0.40358,                0.37124,                0.15945,                 2.0706,                 2.1852,                 2.5317,              0.0012049,              0.0012049,              0.0012049
                     87,                 1.9096,                  1.867,                 2.2503,                0.39584,                0.43138,                0.34186,                0.14393,                 2.0515,                 2.2268,                 2.4927,              0.0011994,              0.0011994,              0.0011994
                     88,                 1.9051,                 1.8216,                 2.2193,                 0.3755,                0.33446,                0.29234,                0.12504,                 2.0186,                 2.3229,                 2.4864,              0.0011939,              0.0011939,              0.0011939
                     89,                 1.8005,                   1.76,                 2.2147,                0.33325,                0.36138,                0.29695,                 0.1291,                 2.0115,                 2.3215,                 2.4776,              0.0011884,              0.0011884,              0.0011884
                     90,                 1.8136,                 1.7789,                 2.2508,                0.47358,                0.36515,                 0.3503,                0.15918,                 2.0091,                 2.2272,                 2.4552,              0.0011829,              0.0011829,              0.0011829
                     91,                 1.8363,                 1.7673,                 2.2456,                0.52801,                0.41951,                0.39945,                0.17537,                 2.0035,                 2.1217,                 2.3912,              0.0011774,              0.0011774,              0.0011774
                     92,                 1.8345,                 1.7472,                 2.2007,                0.44258,                0.38387,                0.34251,                0.15457,                 2.0443,                 2.3071,                  2.445,              0.0011719,              0.0011719,              0.0011719
                     93,                 1.8772,                 1.7495,                 2.2596,                0.48757,                0.40503,                0.35297,                 0.1527,                 2.0862,                 2.2936,                 2.4599,              0.0011664,              0.0011664,              0.0011664
                     94,                 1.8165,                 1.8076,                 2.2224,                0.41337,                0.41201,                0.36411,                0.15722,                 2.0409,                 2.2443,                 2.4502,              0.0011609,              0.0011609,              0.0011609
                     95,                  1.867,                 1.8381,                 2.2879,                0.57127,                0.35597,                0.37876,                0.15336,                 2.0687,                 2.3553,                 2.5472,              0.0011554,              0.0011554,              0.0011554
                     96,                 1.8407,                 1.7976,                 2.2481,                0.46416,                0.42108,                 0.3768,                0.14722,                 2.1117,                 2.3722,                 2.5352,              0.0011499,              0.0011499,              0.0011499
                     97,                 1.8406,                 1.8037,                 2.2461,                 0.4128,                0.39516,                0.37782,                0.15672,                 2.0285,                  2.166,                 2.4188,              0.0011444,              0.0011444,              0.0011444
                     98,                 1.7871,                 1.7686,                 2.1991,                0.28991,                0.32859,                 0.3005,                0.12448,                 2.1034,                 2.3062,                 2.4738,              0.0011389,              0.0011389,              0.0011389
                     99,                 1.7953,                 1.7856,                  2.181,                0.40365,                0.34045,                0.32282,                0.14051,                 2.0555,                 2.3181,                 2.4376,              0.0011334,              0.0011334,              0.0011334
                    100,                 1.8066,                 1.7192,                 2.1854,                0.38599,                0.34998,                0.30052,                0.12316,                 2.0627,                  2.401,                 2.4886,              0.0011279,              0.0011279,              0.0011279
                    101,                 1.7972,                  1.725,                  2.229,                0.55432,                0.34709,                0.39654,                 0.1662,                 2.0125,                 2.1501,                 2.4269,              0.0011224,              0.0011224,              0.0011224
                    102,                 1.8795,                 1.7234,                 2.2121,                0.57426,                0.38719,                0.42655,                0.16297,                 2.0741,                 2.1936,                 2.4938,              0.0011169,              0.0011169,              0.0011169
                    103,                 1.8156,                 1.8411,                 2.2801,                 0.4555,                0.42562,                0.43851,                0.18572,                 1.9962,                 2.0963,                 2.4069,              0.0011114,              0.0011114,              0.0011114
                    104,                 1.8382,                 1.8182,                 2.2662,                0.41589,                0.40236,                 0.3545,                0.14668,                 2.0189,                 2.1836,                 2.3914,              0.0011059,              0.0011059,              0.0011059
                    105,                 1.8204,                 1.7095,                 2.1636,                0.38092,                0.41635,                0.34476,                0.14847,                 2.0343,                 2.2187,                 2.3965,              0.0011004,              0.0011004,              0.0011004
                    106,                 1.8292,                 1.7423,                 2.1869,                0.48726,                0.36836,                0.38854,                0.16736,                  2.016,                 2.1094,                 2.3942,              0.0010949,              0.0010949,              0.0010949
                    107,                 1.7955,                 1.7461,                 2.2092,                0.38086,                0.47701,                0.40188,                0.17256,                 2.0505,                 2.1522,                 2.4278,              0.0010894,              0.0010894,              0.0010894
                    108,                 1.7839,                 1.7968,                 2.2292,                0.46196,                0.46073,                0.43502,                0.20536,                 1.9665,                 2.0099,                 2.3395,              0.0010839,              0.0010839,              0.0010839
                    109,                 1.7327,                 1.6828,                 2.0899,                0.51732,                0.43555,                0.43234,                0.19813,                 1.9611,                 2.0241,                   2.34,              0.0010784,              0.0010784,              0.0010784
                    110,                 1.7294,                 1.6032,                 2.0901,                0.50918,                0.34178,                0.37446,                 0.1642,                 1.9525,                 2.1826,                 2.3489,              0.0010729,              0.0010729,              0.0010729
                    111,                 1.8001,                 1.7742,                   2.22,                0.43691,                0.45143,                0.43285,                0.19257,                 2.0025,                 2.1334,                 2.3899,              0.0010674,              0.0010674,              0.0010674
                    112,                 1.7352,                 1.6827,                 2.1646,                0.47432,                0.39649,                0.39881,                0.17967,                  2.041,                 2.1254,                 2.4299,              0.0010619,              0.0010619,              0.0010619
                    113,                 1.7836,                 1.7236,                 2.1195,                0.42747,                0.46782,                0.39108,                0.17097,                 2.0623,                 2.1532,                 2.4656,              0.0010564,              0.0010564,              0.0010564
                    114,                 1.7836,                 1.7088,                 2.1868,                0.45113,                0.47247,                0.42596,                0.18419,                 2.0383,                 2.0424,                 2.4416,              0.0010509,              0.0010509,              0.0010509
                    115,                 1.8466,                 1.8272,                 2.1861,                0.48491,                0.47922,                0.46008,                0.18973,                 2.0543,                 2.0172,                 2.3936,              0.0010454,              0.0010454,              0.0010454
                    116,                 1.7457,                  1.643,                 2.1285,                0.48364,                0.44876,                0.43372,                0.16801,                 2.0887,                 2.0955,                 2.4813,              0.0010399,              0.0010399,              0.0010399
                    117,                 1.7027,                 1.5736,                 2.1183,                0.59139,                0.43195,                0.44403,                0.18574,                 2.0232,                  2.003,                 2.4288,              0.0010344,              0.0010344,              0.0010344
                    118,                 1.7358,                 1.6639,                  2.138,                0.51595,                0.43404,                0.41993,                0.19106,                 2.0011,                 2.0831,                 2.3808,              0.0010289,              0.0010289,              0.0010289
                    119,                 1.8222,                 1.6963,                 2.1631,                0.53493,                0.43379,                 0.4444,                0.21383,                   1.95,                 2.0153,                 2.3687,              0.0010234,              0.0010234,              0.0010234
                    120,                 1.6906,                 1.6046,                 2.0924,                0.48102,                0.41876,                0.40713,                0.18398,                 2.0116,                 2.1192,                 2.4058,              0.0010179,              0.0010179,              0.0010179
                    121,                 1.6966,                 1.6111,                 2.0606,                0.52592,                0.43271,                0.42438,                0.18885,                 2.0167,                 2.0512,                 2.3896,              0.0010124,              0.0010124,              0.0010124
                    122,                 1.6962,                 1.6226,                 2.0799,                0.44764,                0.47934,                0.45124,                0.20239,                 1.9938,                 1.9416,                 2.3515,              0.0010069,              0.0010069,              0.0010069
                    123,                 1.7396,                 1.6268,                   2.09,                0.44024,                0.50614,                0.46451,                 0.2178,                 1.9529,                 1.9241,                 2.3004,              0.0010014,              0.0010014,              0.0010014
                    124,                 1.7589,                  1.635,                  2.091,                0.46073,                0.45696,                0.45857,                0.21104,                 1.9801,                 1.9238,                  2.335,             0.00099587,             0.00099587,             0.00099587
                    125,                 1.7264,                 1.6251,                 2.1116,                0.51326,                0.44178,                0.45595,                0.21118,                 1.9693,                 1.9242,                 2.3363,             0.00099036,             0.00099036,             0.00099036
                    126,                 1.7379,                 1.5843,                  2.097,                 0.5265,                0.46416,                0.47163,                0.21832,                 1.9849,                 1.9068,                 2.3451,             0.00098486,             0.00098486,             0.00098486
                    127,                 1.7012,                 1.5986,                 2.0875,                0.52138,                0.49462,                  0.463,                0.22185,                 1.9658,                 1.8798,                 2.3165,             0.00097936,             0.00097936,             0.00097936
                    128,                 1.6387,                 1.5217,                 2.0168,                0.46709,                0.54914,                0.46581,                 0.2089,                 1.9598,                 1.8637,                 2.3339,             0.00097386,             0.00097386,             0.00097386
                    129,                 1.6936,                 1.5772,                 2.0725,                0.51256,                0.50027,                0.45089,                0.20324,                 1.9661,                 1.8674,                  2.344,             0.00096836,             0.00096836,             0.00096836
                    130,                 1.7047,                 1.6485,                 2.1437,                0.53285,                0.49934,                0.47258,                0.20428,                 2.0191,                 1.8842,                 2.3946,             0.00096286,             0.00096286,             0.00096286
                    131,                 1.6952,                 1.4445,                  2.055,                0.50527,                0.47358,                0.48827,                0.22599,                 2.0061,                 1.9027,                 2.3942,             0.00095736,             0.00095736,             0.00095736
                    132,                 1.6769,                 1.5079,                 2.0808,                0.47613,                0.46085,                0.43324,                0.20311,                 2.0031,                 2.0139,                 2.3897,             0.00095186,             0.00095186,             0.00095186
                    133,                 1.6703,                 1.5515,                 2.1024,                0.50593,                0.45166,                0.41195,                0.18056,                  1.987,                 2.0196,                 2.3674,             0.00094636,             0.00094636,             0.00094636
                    134,                 1.7032,                 1.5386,                 2.0749,                0.46892,                0.45764,                0.38865,                0.16923,                 1.9554,                 2.0456,                 2.3447,             0.00094085,             0.00094085,             0.00094085
                    135,                 1.6995,                 1.5716,                 2.0795,                0.52845,                0.44676,                0.43217,                0.20674,                 1.9463,                 1.9023,                  2.291,             0.00093535,             0.00093535,             0.00093535
                    136,                 1.6107,                 1.5116,                 2.0279,                0.48598,                0.48869,                0.47728,                0.23252,                 1.9194,                 1.8579,                 2.2967,             0.00092985,             0.00092985,             0.00092985
                    137,                 1.6448,                 1.5667,                 2.0475,                0.49467,                0.53404,                0.49967,                0.24266,                 1.9047,                 1.8211,                 2.2959,             0.00092435,             0.00092435,             0.00092435
                    138,                  1.608,                 1.5574,                 2.0178,                0.47442,                0.47725,                0.47569,                0.22316,                 1.9389,                 1.8665,                 2.3217,             0.00091885,             0.00091885,             0.00091885
                    139,                 1.6429,                 1.4572,                   2.02,                0.40537,                0.50662,                0.42921,                0.21364,                  1.971,                 1.9368,                 2.3322,             0.00091335,             0.00091335,             0.00091335
                    140,                 1.6629,                 1.5362,                 2.0398,                0.54626,                0.42055,                0.45197,                0.21888,                 1.9738,                 1.9013,                  2.331,             0.00090785,             0.00090785,             0.00090785
                    141,                  1.688,                 1.4972,                 2.0355,                0.47088,                0.45021,                0.43637,                 0.2087,                 1.9673,                 1.9414,                 2.3147,             0.00090235,             0.00090235,             0.00090235
                    142,                 1.6918,                  1.564,                   2.02,                0.52408,                0.46439,                0.45113,                0.21257,                 2.0003,                 1.9145,                 2.3381,             0.00089685,             0.00089685,             0.00089685
                    143,                   1.62,                 1.4148,                 1.9752,                0.56336,                0.45852,                0.46314,                0.22455,                 1.9758,                 1.8891,                 2.3199,             0.00089134,             0.00089134,             0.00089134
                    144,                 1.6851,                 1.5507,                 2.0784,                0.54808,                0.43946,                0.43547,                0.20449,                 1.9906,                 2.1446,                 2.3409,             0.00088584,             0.00088584,             0.00088584
                    145,                 1.6217,                 1.4189,                 1.9827,                0.60111,                0.39138,                0.43736,                0.20895,                 1.9785,                 2.1864,                  2.341,             0.00088034,             0.00088034,             0.00088034
                    146,                 1.6591,                 1.4393,                 2.0534,                0.57633,                0.41121,                0.46436,                0.21862,                 2.0134,                 1.9125,                 2.3637,             0.00087484,             0.00087484,             0.00087484
                    147,                 1.6671,                 1.4524,                 2.0239,                0.51625,                0.50076,                0.46782,                0.20558,                 2.0551,                 1.8713,                 2.4243,             0.00086934,             0.00086934,             0.00086934
                    148,                  1.624,                 1.5028,                 2.0617,                 0.5182,                0.48006,                0.44135,                0.21271,                 2.0187,                 1.9727,                 2.3412,             0.00086384,             0.00086384,             0.00086384
                    149,                 1.6726,                 1.5055,                 2.0401,                0.56092,                0.47846,                0.44455,                0.21579,                 2.0098,                 1.9762,                 2.3366,             0.00085834,             0.00085834,             0.00085834
                    150,                 1.6672,                 1.5449,                 2.0666,                0.51062,                0.54613,                0.47552,                0.22157,                 1.9793,                 1.9092,                 2.3445,             0.00085284,             0.00085284,             0.00085284
                    151,                 1.7086,                 1.5686,                 2.0813,                0.56052,                0.44892,                 0.4639,                 0.2167,                 1.9828,                 1.9013,                 2.3816,             0.00084734,             0.00084734,             0.00084734
